일자,Shift,공장,공정,차종,설비,제품,작업자,실적,계획,작업시간,효율,C/T,비가동,비가동시간(분),부적합,부적합수량,불량,불량수량
2020-03-04,야간,DF공장,사출공정,BD차종,13호기,제품-022,CN-작업자,675,742.5,580,1,48,,,,,,
2020-03-04,주간,DF공장,사출공정,BD차종,13호기,제품-022,AM-작업자,537,590.7,460,1,48,,,,,,
2020-03-04,야간,DF공장,사출공정,BE차종,12호기,제품-023,CA-작업자,936,1029.6,580,1,37.1,,,,,,
2020-03-04,주간,DF공장,사출공정,BE차종,12호기,제품-023,CZ-작업자,744,818.4,460,1,37.1,,,,,,
2020-03-04,야간,DF공장,사출공정,BB차종,11호기,제품-027,CP-작업자,500,550,580,1,55,,,,,,
2020-03-04,주간,DF공장,사출공정,BB차종,11호기,제품-027,BE-작업자,375,412.5,460,1,55,기타,30,,,,
2020-03-04,주간,DF공장,사출공정,AG차종,10호기,제품-014,BV-작업자,768,844.8,460,1,37.1,,,,,,
2020-03-04,야간,DF공장,사출공정,AS차종,8호기,제품-010,BB-작업자,970,1067,580,1,36,,,,,,
2020-03-04,주간,DF공장,사출공정,AS차종,8호기,제품-010,BR-작업자,767,843.7,460,1,36,,,,,,
2020-03-04,주간,DF공장,사출공정,AA차종,7호기,제품-026,DB-작업자,767,843.7,460,1,36,,,,,,
2020-03-04,야간,DF공장,사출공정,AR차종,5호기,제품-019,CK-작업자,967,1063.7,580,1,36,,,,,,
2020-03-04,주간,DF공장,사출공정,AR차종,5호기,제품-019,CV-작업자,768,844.8,460,1,36,,,,,,
2020-03-04,야간,DF공장,사출공정,AI차종,4호기,제품-021,AS-작업자,968,1064.8,580,1,36,,,,,,
2020-03-04,주간,DF공장,사출공정,AI차종,4호기,제품-021,DD-작업자,767,843.7,460,1,36,,,,,,
2020-03-04,야간,DF공장,사출공정,AO차종,2호기,제품-024,CO-작업자,940,1034,580,1,37.1,,,,,,
2020-03-04,주간,DF공장,사출공정,AO차종,2호기,제품-024,AN-작업자,747,821.7,460,1,37.1,,,,,,
2020-03-04,야간,DF공장,사출공정,AO차종,1호기,제품-024,AO-작업자,940,1034,580,1,37.1,,,,,,
2020-03-04,주간,DF공장,사출공정,AO차종,1호기,제품-024,DG-작업자,742,816.2,460,1,37.1,,,,,,
2020-03-04,주간,DF공장,조립공정,AS차종,조립5라인,제품-039,CL-작업자,328,360.8,220,1,30,,,,,,
2020-03-04,주간,DF공장,조립공정,AS차종,조립5라인,제품-042,CL-작업자,6,6.6,30,1,30,작업변경,10,,,,
2020-03-04,주간,DF공장,조립공정,AS차종,조립5라인,제품-042,CL-작업자,,0,,,,3정5행,10,,,,
2020-03-06,야간,DF공장,사출공정,BD차종,13호기,제품-022,CZ-작업자,677,744.7,580,1,48,,,,,,
2020-03-06,주간,DF공장,사출공정,BD차종,13호기,제품-022,CP-작업자,666,732.6,630,1,48,작업변경,60,,,,
2020-03-06,야간,DF공장,사출공정,BE차종,12호기,제품-023,DD-작업자,938,1031.8,580,1,37.1,,,,,,
2020-03-06,주간,DF공장,사출공정,BE차종,12호기,제품-023,BH-작업자,1019,1120.9,630,1,37.1,,,,,,
2020-03-06,야간,DF공장,사출공정,BB차종,11호기,제품-027,AM-작업자,480,528,580,1,55,,,,,,
2020-03-06,주간,DF공장,사출공정,BB차종,11호기,제품-027,CN-작업자,550,605,630,1,55,,,,,,
2020-03-06,야간,DF공장,사출공정,AG차종,10호기,제품-014,AN-작업자,967,1063.7,580,1,37.1,,,,,,
2020-03-06,주간,DF공장,사출공정,AG차종,10호기,제품-014,BB-작업자,1052,1157.2,630,1,37.1,,,,,,
2020-03-06,야간,DF공장,사출공정,AX차종,9호기,제품-011,AS-작업자,914,1005.4,580,1,37.1,,,,,,
2020-03-06,주간,DF공장,사출공정,AX차종,9호기,제품-011,DI-작업자,744,818.4,630,1,37.1,,,,,,
2020-03-06,야간,DF공장,사출공정,AS차종,8호기,제품-010,CO-작업자,967,1063.7,580,1,36,,,,,,
2020-03-06,주간,DF공장,사출공정,AS차종,8호기,제품-010,BL-작업자,340,374,460,1,36,,,,,,
2020-03-06,야간,DF공장,사출공정,AA차종,7호기,제품-026,CK-작업자,776,853.6,580,1,36,,,,,,
2020-03-06,주간,DF공장,사출공정,AA차종,7호기,제품-026,DB-작업자,1051,1156.1,630,1,36,,,,,,
2020-03-06,야간,DF공장,사출공정,AD차종,6호기,제품-016,BM-작업자,483,531.3,460,1,60,,,,,,
2020-03-06,주간,DF공장,사출공정,AD차종,6호기,제품-016,BP-작업자,483,531.3,460,1,60,,,,,,
2020-03-06,주간,DF공장,조립공정,AM차종,조립3라인,제품-047,AU-작업자,580,638,270,1,26.7,기타,10,,,,
2020-03-06,주간,DF공장,조립공정,AM차종,조립3라인,제품-047,AU-작업자,366,402.6,190,1,26.7,작업변경,10,,,,
2020-03-06,야간,DF공장,사출공정,AI차종,4호기,제품-021,CU-작업자,385,423.5,290,1,36,작업변경,70,,,,
2020-03-06,주간,DF공장,사출공정,AI차종,4호기,제품-021,DF-작업자,1055,1160.5,630,1,36,,,,,,
2020-03-06,야간,DF공장,사출공정,AB차종,3호기,제품-029,CA-작업자,315,346.5,380,1,75,기타,200,,,,
2020-03-06,주간,DF공장,사출공정,AL차종,3호기,제품-012,DI-작업자,132,145.2,170,1,38.7,작업변경,70,,,,
2020-03-06,야간,DF공장,사출공정,AO차종,2호기,제품-024,BE-작업자,939,1032.9,580,1,37.1,,,,,,
2020-03-06,주간,DF공장,사출공정,AO차종,2호기,제품-024,BD-작업자,1021,1123.1,630,1,37.1,,,,,,
2020-03-06,야간,DF공장,사출공정,AO차종,1호기,제품-024,BV-작업자,938,1031.8,580,1,37.1,,,,,,
2020-03-06,주간,DF공장,사출공정,AO차종,1호기,제품-024,AO-작업자,1020,1122,630,1,37.1,,,,,,
2020-03-06,주간,DF공장,조립공정,AK차종,조립1라인,제품-050,BK-작업자,980,1078,460,1,25.7,기타,10,,,,
2020-03-06,주간,DF공장,조립공정,AK차종,조립1라인,제품-050,BK-작업자,,0,,,,3정5행,10,,,,
2020-03-06,주간,DF공장,조립공정,BA차종,조립2라인,제품-052,BK-작업자,288,316.8,170,1,27.7,,,,,,
2020-03-06,주간,DF공장,조립공정,AV차종,조립4라인,제품-046,DA-작업자,1530,1683,630,1,25.7,자주검사,20,,,,
2020-03-06,주간,DF공장,조립공정,AV차종,조립4라인,제품-046,DA-작업자,,0,,,,자주검사,10,,,,
2020-03-06,주간,DF공장,조립공정,AV차종,조립4라인,제품-046,DA-작업자,,0,,,,자주검사,10,,,,
2020-03-06,주간,DF공장,조립공정,AS차종,조립5라인,제품-042,CV-작업자,156,171.6,110,1,30,기타,15,,,,
2020-03-06,주간,DF공장,조립공정,AS차종,조립5라인,제품-042,CV-작업자,,0,,,,자주검사,15,,,,
2020-03-06,주간,DF공장,조립공정,AS차종,조립5라인,제품-042,CV-작업자,,0,,,,작업변경,10,,,,
2020-03-06,주간,DF공장,조립공정,AS차종,조립5라인,제품-039,CV-작업자,240,264,130,1,30,작업변경,10,,,,
2020-03-06,주간,DF공장,조립공정,AL차종,조립6라인,제품-055,CV-작업자,140,154,120,1,45,작업변경,10,,,,
2020-03-06,주간,DF공장,조립공정,AL차종,조립6라인,제품-055,CV-작업자,,0,,,,작업변경,10,,,,
2020-03-06,주간,DF공장,조립공정,AS차종,조립5라인,제품-037,CV-작업자,120,132,60,1,27.7,,,,,,
2020-03-06,주간,DF공장,조립공정,AS차종,조립5라인,제품-038,CV-작업자,552,607.2,210,1,27.7,자주검사,10,,,,
2020-03-06,주간,DF공장,조립공정,AU차종,조립6라인,제품-059,AU-작업자,300,330,170,1,32.7,기타,10,,,,
2020-03-06,야간,DF공장,사출공정,AR차종,5호기,제품-019,DG-작업자,965,1061.5,580,1,36,,,,,성형,2
2020-03-06,주간,DF공장,사출공정,AR차종,5호기,제품-019,BR-작업자,1051,1156.1,630,1,36,,,,,성형,2
2020-03-06,야간,DF공장,사출공정,AW차종,4호기,제품-020,CU-작업자,165,181.5,180,1,38.7,,,,,성형,3
2020-03-07,야간,DF공장,사출공정,AB차종,3호기,제품-029,CA-작업자,476,523.6,580,1,75,,,,,성형,2
2020-03-07,주간,DF공장,사출공정,AB차종,3호기,제품-029,DI-작업자,605,665.5,630,1,75,,,,,,
2020-03-07,야간,DF공장,사출공정,BE차종,12호기,제품-023,BN-작업자,938,1031.8,580,1,37.1,,,,,,
2020-03-07,주간,DF공장,사출공정,BE차종,12호기,제품-023,BH-작업자,1019,1120.9,630,1,37.1,,,,,,
2020-03-07,야간,DF공장,사출공정,AP차종,11호기,제품-025,AM-작업자,480,528,580,1,50,,,,,,
2020-03-07,주간,DF공장,사출공정,BB차종,11호기,제품-027,CN-작업자,64,70.4,150,1,55,작업변경,70,,,,
2020-03-07,주간,DF공장,사출공정,AP차종,11호기,제품-025,CN-작업자,410,451,480,1,50,,,,,,
2020-03-07,주간,DF공장,사출공정,AG차종,10호기,제품-014,BB-작업자,1054,1159.4,630,1,37.1,,,,,,
2020-03-07,주간,DF공장,조립공정,AK차종,조립1라인,제품-050,BK-작업자,1000,1100,460,1,25.7,3정5행,10,,,파손,1
2020-03-07,주간,DF공장,조립공정,AM차종,조립3라인,제품-047,AU-작업자,372,409.2,230,1,26.7,작업변경,40,,,파손,13
2020-03-07,주간,DF공장,조립공정,AM차종,조립3라인,제품-047,AU-작업자,870,957,400,1,26.7,,,,,,
2020-03-07,야간,DF공장,사출공정,AA차종,7호기,제품-026,CK-작업자,967,1063.7,580,1,36,,,,,,
2020-03-07,주간,DF공장,사출공정,AA차종,7호기,제품-026,DB-작업자,951,1046.1,630,1,36,설비이상,60,,,,
2020-03-07,야간,DF공장,사출공정,AD차종,6호기,제품-016,BM-작업자,609,669.9,580,1,60,,,,,,
2020-03-07,주간,DF공장,사출공정,AD차종,6호기,제품-016,BP-작업자,662,728.2,630,1,60,,,,,,
2020-03-07,야간,DF공장,사출공정,AW차종,4호기,제품-020,AY-작업자,645,709.5,580,1,38.7,,,,,,
2020-03-07,주간,DF공장,사출공정,AW차종,4호기,제품-020,DF-작업자,706,776.6,630,1,38.7,,,,,,
2020-03-07,야간,DF공장,사출공정,AO차종,1호기,제품-024,BE-작업자,937,1030.7,580,1,37.1,,,,,,
2020-03-07,주간,DF공장,사출공정,AO차종,1호기,제품-024,BD-작업자,1021,1123.1,630,1,37.1,,,,,,
2020-03-07,야간,DF공장,사출공정,AO차종,1호기,제품-024,BV-작업자,938,1031.8,580,1,37.1,,,,,,
2020-03-07,주간,DF공장,사출공정,AO차종,1호기,제품-024,AO-작업자,1020,1122,630,1,37.1,,,,,,
2020-03-07,주간,DF공장,조립공정,AV차종,조립4라인,제품-046,DA-작업자,1430,1573,630,1,25.7,자주검사,20,,,,
2020-03-07,주간,DF공장,조립공정,AV차종,조립4라인,제품-046,DA-작업자,,0,,,,자주검사,10,,,,
2020-03-07,주간,DF공장,조립공정,AV차종,조립4라인,제품-046,DA-작업자,,0,,,,자주검사,10,,,,
2020-03-07,주간,DF공장,조립공정,AV차종,조립4라인,제품-046,DA-작업자,,0,,,,작업변경,30,,,,
2020-03-07,주간,DF공장,조립공정,AU차종,조립6라인,제품-008,AU-작업자,80,88,30,1,32.7,,,,,,
2020-03-07,야간,DF공장,사출공정,AR차종,5호기,제품-019,AN-작업자,967,1063.7,580,1,36,,,,,성형,5
2020-03-07,주간,DF공장,사출공정,AR차종,5호기,제품-019,CX-작업자,946,1040.6,630,1,36,작업변경,60,,,,
2020-03-07,야간,DF공장,사출공정,AS차종,8호기,제품-010,CO-작업자,967,1063.7,580,1,36,,,,,성형,2
2020-03-07,주간,DF공장,사출공정,AS차종,8호기,제품-010,BR-작업자,1051,1156.1,630,1,36,,,,,,
2020-03-07,주간,DF공장,조립공정,AS차종,조립5라인,제품-038,CV-작업자,528,580.8,240,1,27.7,자주검사,15,,,,
2020-03-07,주간,DF공장,조립공정,AS차종,조립5라인,제품-038,CV-작업자,,0,,,,작업변경,20,,,,
2020-03-07,주간,DF공장,조립공정,AS차종,조립5라인,제품-039,CV-작업자,384,422.4,270,1,30,3정5행,10,,,,
2020-03-07,주간,DF공장,조립공정,AS차종,조립5라인,제품-039,CV-작업자,,0,,,,3정5행,30,,,,
2020-03-07,주간,DF공장,조립공정,AS차종,조립5라인,제품-039,CV-작업자,,0,,,,작업변경,10,,,,
2020-03-07,주간,DF공장,조립공정,AS차종,조립5라인,제품-042,CV-작업자,240,264,110,1,30,,,,,,
2020-03-07,주간,DF공장,조립공정,AS차종,조립5라인,제품-039,CV-작업자,24,26.4,10,1,30,자주검사,5,,,,
2020-03-07,야간,DF공장,사출공정,AX차종,9호기,제품-011,AS-작업자,926,1018.6,580,1,37.1,,,,,성형,10
2020-03-07,야간,DF공장,사출공정,AX차종,9호기,제품-011,AS-작업자,,0,,1,37.1,,,,,,
2020-03-07,주간,DF공장,사출공정,AX차종,9호기,제품-011,CX-작업자,85,93.5,50,1,37.1,,,,,,
2020-03-07,야간,DF공장,사출공정,BD차종,13호기,제품-022,CZ-작업자,677,744.7,580,1,48,,,,,성형,2
2020-03-07,주간,DF공장,사출공정,BD차종,13호기,제품-022,CP-작업자,823,905.3,630,1,48,교육,80,,,,
2020-03-08,야간,DF공장,사출공정,BD차종,13호기,제품-022,DD-작업자,265,291.5,350,1,48,설비이상,30,,,,
2020-03-08,야간,DF공장,사출공정,BD차종,13호기,제품-022,DD-작업자,,0,,,,작업변경,90,,,,
2020-03-08,야간,DF공장,사출공정,BB차종,13호기,제품-027,DD-작업자,276,303.6,230,1,48,,,,,,
2020-03-08,주간,DF공장,사출공정,BD차종,13호기,제품-022,BH-작업자,537,590.7,460,1,48,,,,,,
2020-03-08,야간,DF공장,사출공정,BE차종,12호기,제품-023,BN-작업자,938,1031.8,580,1,37.1,,,,,,
2020-03-08,주간,DF공장,사출공정,BE차종,12호기,제품-023,CN-작업자,741,815.1,460,1,37.1,,,,,,
2020-03-08,야간,DF공장,사출공정,AP차종,11호기,제품-025,BM-작업자,490,539,580,1,50,,,,,,
2020-03-08,주간,DF공장,사출공정,AP차종,11호기,제품-025,BP-작업자,398,437.8,460,1,50,,,,,,
2020-03-08,야간,DF공장,사출공정,AG차종,10호기,제품-014,AY-작업자,100,110,60,1,37.1,,,,,,
2020-03-08,야간,DF공장,사출공정,AZ차종,9호기,제품-006,AY-작업자,59,64.9,127.7978339,1,46.1,,,,,,
2020-03-08,주간,DF공장,사출공정,AG차종,10호기,제품-014,CX-작업자,767,843.7,460,1,37.1,,,,,,
2020-03-08,야간,DF공장,사출공정,AS차종,8호기,제품-010,CK-작업자,967,1063.7,580,1,36,,,,,,
2020-03-08,주간,DF공장,사출공정,AS차종,8호기,제품-010,BR-작업자,767,843.7,460,1,36,,,,,,
2020-03-08,야간,DF공장,사출공정,AA차종,7호기,제품-026,AS-작업자,965,1061.5,580,1,36,,,,,,
2020-03-08,주간,DF공장,사출공정,AA차종,7호기,제품-026,DB-작업자,767,843.7,460,1,36,,,,,,
2020-03-08,야간,DF공장,사출공정,AD차종,6호기,제품-016,CZ-작업자,609,669.9,580,1,60,,,,,,
2020-03-08,주간,DF공장,사출공정,AD차종,6호기,제품-016,CP-작업자,443,487.3,460,1,60,설비이상,80,,,,
2020-03-08,야간,DF공장,사출공정,AR차종,5호기,제품-019,CO-작업자,966,1062.6,580,1,36,,,,,,
2020-03-08,주간,DF공장,사출공정,AR차종,5호기,제품-019,DF-작업자,770,847,460,1,36,,,,,,
2020-03-08,야간,DF공장,사출공정,AI차종,4호기,제품-021,CA-작업자,967,1063.7,580,1,36,,,,,,
2020-03-08,주간,DF공장,사출공정,AI차종,4호기,제품-021,DI-작업자,654,719.4,460,1,36,작업변경,70,,,,
2020-03-08,야간,DF공장,사출공정,AB차종,3호기,제품-029,CU-작업자,465,511.5,580,1,75,,,,,,
2020-03-08,주간,DF공장,사출공정,AB차종,3호기,제품-029,BD-작업자,444,488.4,460,1,75,,,,,,
2020-03-08,야간,DF공장,사출공정,AO차종,2호기,제품-024,BV-작업자,938,1031.8,580,1,37.1,,,,,,
2020-03-08,주간,DF공장,사출공정,AO차종,2호기,제품-024,AO-작업자,746,820.6,460,1,37.1,,,,,,
2020-03-08,야간,DF공장,사출공정,AO차종,1호기,제품-024,AN-작업자,939,1032.9,580,1,37.1,,,,,,
2020-03-08,주간,DF공장,사출공정,AO차종,1호기,제품-024,BB-작업자,745,819.5,460,1,37.1,,,,,,
2020-03-08,주간,DF공장,조립공정,AS차종,조립5라인,제품-039,CV-작업자,168,184.8,120,1,30,자주검사,15,,,,
2020-03-08,주간,DF공장,조립공정,AS차종,조립5라인,제품-039,CV-작업자,,0,,,,작업변경,20,,,,
2020-03-08,주간,DF공장,조립공정,AS차종,조립5라인,제품-038,CV-작업자,360,396,160,1,27.7,자주검사,10,,,,
2020-03-08,주간,DF공장,조립공정,AS차종,조립5라인,제품-038,CV-작업자,,0,,,,작업변경,10,,,,
2020-03-08,주간,DF공장,조립공정,AX차종,조립5라인,제품-041,CV-작업자,432,475.2,180,1,25.7,자주검사,10,,,,
2020-03-08,주간,DF공장,조립공정,AT차종,조립6라인,제품-058,AP-작업자,1027,1129.7,460,1,27.7,작업변경,20,,,,
2020-03-08,주간,DF공장,조립공정,AQ차종,조립6라인,제품-056,AP-작업자,,0,,,,자주검사,20,,,,
2020-03-08,주간,DF공장,조립공정,AQ차종,조립6라인,제품-056,AP-작업자,,0,,,,자주검사,10,,,,
2020-03-08,주간,DF공장,조립공정,AQ차종,조립6라인,제품-056,AP-작업자,,0,,,,자주검사,10,,,,
2020-03-08,주간,DF공장,조립공정,AK차종,조립1라인,제품-050,BK-작업자,520,572,260,1,25.7,,,,,,
2020-03-08,주간,DF공장,조립공정,BA차종,조립2라인,제품-052,AU-작업자,84,92.4,50,1,27.7,,,,,,
2020-03-08,주간,DF공장,조립공정,AM차종,조립3라인,제품-047,AU-작업자,180,198,90,1,26.7,,,,,,
2020-03-08,주간,DF공장,조립공정,AM차종,조립3라인,제품-047,AU-작업자,690,759,320,1,26.7,작업변경,10,,,,
2020-03-09,야간,DF공장,사출공정,BB차종,13호기,제품-027,DD-작업자,677,744.7,580,1,48,,,,,,
2020-03-09,주간,DF공장,사출공정,BB차종,13호기,제품-027,BH-작업자,770,847,630,1,48,,,,,,
2020-03-09,야간,DF공장,사출공정,BE차종,12호기,제품-023,BN-작업자,938,1031.8,580,1,37.1,,,,,,
2020-03-09,주간,DF공장,사출공정,BE차종,12호기,제품-023,CN-작업자,1018,1119.8,630,1,37.1,,,,,,
2020-03-09,주간,DF공장,사출공정,AP차종,11호기,제품-025,BP-작업자,447,491.7,630,1,50,,,,,,
2020-03-09,야간,DF공장,사출공정,AG차종,10호기,제품-014,BM-작업자,964,1060.4,580,1,37.1,,,,,성형,2
2020-03-09,주간,DF공장,사출공정,AG차종,10호기,제품-014,CX-작업자,1049,1153.9,630,1,37.1,,,,,성형,2
2020-03-09,야간,DF공장,사출공정,AR차종,5호기,제품-019,CO-작업자,967,1063.7,580,1,36,,,,,성형,9
2020-03-09,주간,DF공장,사출공정,AR차종,5호기,제품-019,DF-작업자,1052,1157.2,630,1,36,,,,,,
2020-03-09,야간,DF공장,사출공정,AS차종,9호기,제품-010,AY-작업자,965,1061.5,580,1,36,,,,,성형,2
2020-03-09,주간,DF공장,사출공정,AS차종,9호기,제품-010,BD-작업자,524,576.4,310,1,36,작업변경,70,,,,
2020-03-09,주간,DF공장,사출공정,AS차종,9호기,제품-010,BD-작업자,,0,,,,설비이상,20,,,,
2020-03-09,야간,DF공장,사출공정,AA차종,7호기,제품-026,AS-작업자,968,1064.8,580,1,36,,,,,,
2020-03-09,주간,DF공장,사출공정,AA차종,7호기,제품-026,DB-작업자,1051,1156.1,630,1,36,,,,,,
2020-03-09,야간,DF공장,사출공정,AA차종,7호기,제품-026,CZ-작업자,918,1009.8,580,1,36,,,,,,
2020-03-09,주간,DF공장,사출공정,AD차종,6호기,제품-016,CP-작업자,207,227.7,300,1,60,작업변경,90,,,,
2020-03-09,주간,DF공장,사출공정,AA차종,7호기,제품-026,CP-작업자,246,270.6,330,1,36,설비이상,30,,,,
2020-03-09,주간,DF공장,사출공정,AA차종,7호기,제품-026,CP-작업자,,0,,,,설비이상,150,,,,
2020-03-09,야간,DF공장,사출공정,AS차종,8호기,제품-010,CK-작업자,967,1063.7,580,1,36,,,,,,
2020-03-09,주간,DF공장,사출공정,AS차종,8호기,제품-010,BR-작업자,1051,1156.1,630,1,36,,,,,,
2020-03-09,야간,DF공장,사출공정,AI차종,4호기,제품-021,CA-작업자,965,1061.5,580,1,36,,,,,,
2020-03-09,야간,DF공장,사출공정,AI차종,4호기,제품-021,CA-작업자,,0,,1,36,,,,,,
2020-03-09,주간,DF공장,사출공정,AI차종,4호기,제품-021,DI-작업자,1053,1158.3,630,1,36,,,,,,
2020-03-09,야간,DF공장,사출공정,AB차종,3호기,제품-029,CU-작업자,450,495,580,1,75,,,,,,
2020-03-09,주간,DF공장,사출공정,AB차종,3호기,제품-029,BD-작업자,225,247.5,330,1,75,교육,50,,,,
2020-03-09,야간,DF공장,사출공정,AO차종,2호기,제품-024,BV-작업자,938,1031.8,580,1,37.1,,,,,,
2020-03-09,주간,DF공장,사출공정,AO차종,2호기,제품-024,AO-작업자,1020,1122,630,1,37.1,,,,,,
2020-03-09,주간,DF공장,사출공정,AO차종,2호기,제품-024,AO-작업자,,0,,1,37.1,,,,,,
2020-03-09,야간,DF공장,사출공정,AO차종,1호기,제품-024,AN-작업자,941,1035.1,580,1,37.1,,,,,,
2020-03-09,주간,DF공장,사출공정,AO차종,1호기,제품-024,BB-작업자,1020,1122,630,1,37.1,,,,,,
2020-03-09,주간,DF공장,조립공정,AK차종,조립1라인,제품-050,CG-작업자,977,1074.7,460,1,25.7,,,,,,
2020-03-09,주간,DF공장,조립공정,AM차종,조립3라인,제품-047,AU-작업자,270,297,130,1,26.7,,,,,,
2020-03-09,주간,DF공장,조립공정,AM차종,조립3라인,제품-047,AU-작업자,460,506,220,1,26.7,작업변경,10,,,,
2020-03-09,주간,DF공장,조립공정,AM차종,조립3라인,제품-047,AU-작업자,174,191.4,110,1,26.7,작업변경,20,,,,
2020-03-09,주간,DF공장,조립공정,BA차종,조립2라인,제품-052,AP-작업자,348,382.8,170,1,27.7,,,,,,
2020-03-09,주간,DF공장,조립공정,AQ차종,조립6라인,제품-056,DA-작업자,464,510.4,200,1,25.7,자주검사,20,,,,
2020-03-09,주간,DF공장,조립공정,AQ차종,조립6라인,제품-056,DA-작업자,1080,1188,430,1,25.7,자주검사,10,,,,
2020-03-09,주간,DF공장,조립공정,AQ차종,조립6라인,제품-056,DA-작업자,,0,,,,자주검사,10,,,,
2020-03-09,주간,DF공장,조립공정,AX차종,조립5라인,제품-041,CV-작업자,168,184.8,110,1,25.7,교육,10,,,,
2020-03-09,주간,DF공장,조립공정,AX차종,조립5라인,제품-041,CV-작업자,,0,,,,자주검사,15,,,,
2020-03-09,주간,DF공장,조립공정,AX차종,조립5라인,제품-041,CV-작업자,,0,,,,작업변경,20,,,,
2020-03-09,주간,DF공장,조립공정,AS차종,조립5라인,제품-039,CV-작업자,384,422.4,210,1,30,자주검사,10,,,,
2020-03-09,주간,DF공장,조립공정,AS차종,조립5라인,제품-039,CV-작업자,,0,,,,작업변경,10,,,,
2020-03-09,주간,DF공장,조립공정,AS차종,조립5라인,제품-042,CV-작업자,180,198,130,1,30,3정5행,20,,,,
2020-03-09,주간,DF공장,조립공정,AS차종,조립5라인,제품-042,CV-작업자,,0,,,,작업변경,30,,,,
2020-03-09,주간,DF공장,조립공정,AS차종,조립5라인,제품-037,CV-작업자,240,264,100,1,27.7,작업변경,10,,,,
2020-03-09,주간,DF공장,조립공정,AS차종,조립5라인,제품-038,CV-작업자,192,211.2,80,1,27.7,자주검사,10,,,,
2020-03-10,야간,DF공장,사출공정,BB차종,13호기,제품-027,BE-작업자,597,656.7,580,1,48,,,,,,
2020-03-10,주간,DF공장,사출공정,BB차종,13호기,제품-027,CN-작업자,732,805.2,630,1,48,,,,,,
2020-03-10,야간,DF공장,사출공정,BE차종,12호기,제품-023,AM-작업자,906,996.6,580,1,37.1,설비이상,20,,,,
2020-03-10,주간,DF공장,사출공정,BE차종,12호기,제품-023,BP-작업자,1018,1119.8,630,1,37.1,,,,,,
2020-03-10,야간,DF공장,사출공정,BC차종,11호기,제품-028,CZ-작업자,340,374,530,1,65.4,작업변경,60,,,,
2020-03-10,야간,DF공장,사출공정,BD차종,11호기,제품-022,CZ-작업자,40,44,50,1,65.4,,,,,,
2020-03-10,주간,DF공장,사출공정,AP차종,11호기,제품-025,CP-작업자,48,52.8,130,1,50,작업변경,70,,,,
2020-03-10,주간,DF공장,사출공정,BC차종,11호기,제품-028,CP-작업자,364,400.4,500,1,65.4,,,,,,
2020-03-10,주간,DF공장,조립공정,AM차종,조립3라인,제품-047,AU-작업자,240,264,120,1,26.7,,,,,,
2020-03-10,주간,DF공장,조립공정,AM차종,조립3라인,제품-047,AU-작업자,320,352,210,1,26.7,작업변경,50,,,,
2020-03-10,야간,DF공장,사출공정,AA차종,7호기,제품-026,CO-작업자,967,1063.7,580,1,36,,,,,,
2020-03-10,주간,DF공장,사출공정,AA차종,7호기,제품-026,DB-작업자,1051,1156.1,630,1,36,,,,,,
2020-03-10,야간,DF공장,사출공정,AA차종,7호기,제품-026,DD-작업자,920,1012,580,1,36,,,,,,
2020-03-10,주간,DF공장,사출공정,AA차종,7호기,제품-026,BH-작업자,728,800.8,460,1,36,,,,,,
2020-03-10,야간,DF공장,사출공정,AR차종,5호기,제품-019,CA-작업자,967,1063.7,580,1,36,,,,,성형,9
2020-03-10,야간,DF공장,사출공정,AI차종,4호기,제품-021,CU-작업자,967,1063.7,580,1,36,,,,,,
2020-03-10,주간,DF공장,사출공정,AI차종,4호기,제품-021,BD-작업자,1051,1156.1,630,1,36,,,,,,
2020-03-10,야간,DF공장,사출공정,AL차종,3호기,제품-012,BV-작업자,782,860.2,580,1,38.7,작업변경,10,,,,
2020-03-10,주간,DF공장,사출공정,AB차종,3호기,제품-029,AO-작업자,175,192.5,290,1,75,작업변경,70,,,파손,3
2020-03-10,주간,DF공장,사출공정,AL차종,3호기,제품-012,AO-작업자,480,528,340,1,38.7,,,,,,
2020-03-10,주간,DF공장,사출공정,AL차종,3호기,제품-012,AO-작업자,,0,,1,38.7,,,,,,
2020-03-10,야간,DF공장,사출공정,AO차종,2호기,제품-024,AN-작업자,939,1032.9,580,1,37.1,,,,,,
2020-03-10,주간,DF공장,사출공정,AO차종,2호기,제품-024,BB-작업자,960,1056,630,1,37.1,설비이상,30,,,,
2020-03-10,주간,DF공장,사출공정,AO차종,2호기,제품-024,BB-작업자,,0,,1,37.1,,,,,,
2020-03-10,야간,DF공장,사출공정,AO차종,1호기,제품-024,AS-작업자,894,983.4,550,1,37.1,설비이상,30,,,,
2020-03-10,주간,DF공장,사출공정,AO차종,1호기,제품-024,CX-작업자,1019,1120.9,630,1,37.1,,,,,,
2020-03-10,주간,DF공장,조립공정,AK차종,조립1라인,제품-050,CG-작업자,980,1078,460,1,25.7,3정5행,10,,,,
2020-03-10,주간,DF공장,사출공정,AR차종,5호기,제품-019,DI-작업자,1052,1157.2,630,1,36,,,,,,
2020-03-10,야간,DF공장,사출공정,AS차종,9호기,제품-010,CK-작업자,967,1063.7,580,1,36,,,,,성형,2
2020-03-10,주간,DF공장,조립공정,AQ차종,조립6라인,제품-056,DA-작업자,288,316.8,120,1,25.7,기타,20,,,,
2020-03-10,주간,DF공장,조립공정,AX차종,조립5라인,제품-042,CV-작업자,168,184.8,100,1,30,자주검사,15,,,,
