일자,Shift,공장,공정,차종,설비,제품,작업자,실적,계획,작업시간,효율,C/T,비가동,비가동시간(분),부적합,부적합수량,불량,불량수량
2020-01-02,주간,DF공장,조립공정,AK차종,조립1라인,제품-050,AP-작업자,374,400,270,1,25.7,기타,10,,,,
2020-01-02,주간,DF공장,조립공정,AK차종,조립1라인,제품-050,AP-작업자,,,,,,교육,40,,,,
2020-01-02,주간,DF공장,조립공정,AT차종,조립1라인,제품-044,AP-작업자,288,300,190,1,27.7,작업변경,20,,,,
2020-01-02,주간,DF공장,조립공정,AT차종,조립1라인,제품-044,AP-작업자,,,,,,3정5행,20,,,,
2020-01-02,주간,DF공장,조립공정,AM차종,조립3라인,제품-047,AU-작업자,31,40,100,1,26.7,기타,10,,,,
2020-01-02,주간,DF공장,조립공정,AM차종,조립3라인,제품-047,AU-작업자,,,,,,교육,10,,,,
2020-01-02,주간,DF공장,조립공정,BA차종,조립2라인,제품-052,AU-작업자,72,72,50,1,27.7,,,,,,
2020-01-02,주간,DF공장,조립공정,AM차종,조립3라인,제품-047,AU-작업자,394,450,300,1,26.7,교육,30,,,,
2020-01-02,주간,DF공장,조립공정,AM차종,조립3라인,제품-047,AU-작업자,,,,,,3정5행,10,,,,
2020-01-02,주간,DF공장,조립공정,AX차종,조립5라인,제품-041,CV-작업자,360,400,230,1,25.7,기타,20,,,,
2020-01-02,주간,DF공장,조립공정,AX차종,조립5라인,제품-041,CV-작업자,,,,,,자주검사,15,,,,
2020-01-02,주간,DF공장,조립공정,AX차종,조립5라인,제품-041,CV-작업자,,,,,,교육,30,,,,
2020-01-02,주간,DF공장,조립공정,AX차종,조립5라인,제품-040,CV-작업자,360,380,160,1,25.7,작업변경,10,,,,
2020-01-02,주간,DF공장,조립공정,AX차종,조립5라인,제품-038,CV-작업자,72,80,70,1,25.7,자주검사,10,,,,
2020-01-02,야간,DF공장,사출공정,AB차종,3호기,제품-029,CO-작업자,535,600,580,1,75,,,,,,
2020-01-02,주간,DF공장,사출공정,AB차종,3호기,제품-029,BM-작업자,296,296,460,1,75,기타,20,,,성형,3
2020-01-02,야간,DF공장,사출공정,AR차종,5호기,제품-019,BB-작업자,970,970,580,1,36,,,,,성형,2
2020-01-02,야간,DF공장,사출공정,AS차종,8호기,제품-010,AR-작업자,967,967,580,1,36,,,,,성형,4
2020-01-02,주간,DF공장,사출공정,AB차종,3호기,제품-029,BM-작업자,,,,,,교육,40,,,,
2020-01-02,야간,DF공장,사출공정,BB차종,13호기,제품-027,DD-작업자,677,677,580,1,48,,,,,,
2020-01-02,주간,DF공장,사출공정,BB차종,13호기,제품-027,CZ-작업자,476,476,460,1,48,교육,50,,,,
2020-01-02,야간,DF공장,사출공정,BE차종,12호기,제품-023,DG-작업자,935,935,580,1,37.1,,,,,,
2020-01-02,주간,DF공장,사출공정,BE차종,12호기,제품-023,BN-작업자,647,647,460,1,37.1,교육,60,,,,
2020-01-02,야간,DF공장,사출공정,BD차종,11호기,제품-022,BH-작업자,530,530,580,1,65.4,,,,,,
2020-01-02,주간,DF공장,사출공정,BD차종,11호기,제품-022,AV-작업자,290,290,460,1,65.4,불량,60,,,,
2020-01-02,주간,DF공장,사출공정,BD차종,12호기,제품-022,AV-작업자,,,,,,교육,40,,,,
2020-01-02,야간,DF공장,사출공정,AG차종,10호기,제품-014,AO-작업자,967,967,580,1,37.1,,,,,,
2020-01-02,주간,DF공장,사출공정,AG차종,10호기,제품-014,BT-작업자,670,670,460,1,37.1,기타,20,,,,
2020-01-02,주간,DF공장,사출공정,AG차종,10호기,제품-014,BT-작업자,,,,,,교육,40,,,,
2020-01-02,주간,DF공장,사출공정,AR차종,5호기,제품-019,DB-작업자,767,767,460,1,36,기타,20,,,,
2020-01-02,주간,DF공장,사출공정,AR차종,5호기,제품-019,DB-작업자,,,,,,교육,40,,,,
2020-01-02,야간,DF공장,사출공정,AA차종,7호기,제품-026,CK-작업자,975,975,580,1,36,,,,,,
2020-01-02,주간,DF공장,사출공정,AA차종,7호기,제품-026,BV-작업자,600,650,460,1,36,기타,20,,,,
2020-01-02,주간,DF공장,사출공정,AA차종,7호기,제품-026,BV-작업자,,,,,,교육,40,,,,
2020-01-02,주간,DF공장,사출공정,AA차종,7호기,제품-026,BV-작업자,,,,,,설비이상,45,,,,
2020-01-02,야간,DF공장,사출공정,AX차종,6호기,제품-011,CU-작업자,856,900,580,1,37.1,작업변경,70,,,,
2020-01-02,야간,DF공장,사출공정,AX차종,6호기,제품-011,CU-작업자,,,,1,37.1,,,,,,
2020-01-02,주간,DF공장,사출공정,AX차종,6호기,제품-011,BE-작업자,610,650,460,1,37.1,기타,40,,,,
2020-01-02,주간,DF공장,사출공정,AX차종,6호기,제품-011,BE-작업자,,,,,,교육,40,,,,
2020-01-02,주간,DF공장,조립공정,AS차종,조립5라인,제품-042,CV-작업자,,,,,,작업변경,20,,,,
2020-01-02,주간,DF공장,사출공정,AS차종,9호기,제품-010,BR-작업자,767,800,460,1,36,기타,20,,,,
2020-01-02,주간,DF공장,사출공정,AS차종,9호기,제품-010,BR-작업자,,,,,,교육,40,,,,
2020-01-02,야간,DF공장,사출공정,AI차종,4호기,제품-021,DI-작업자,967,967,580,1,36,,,,,,
2020-01-02,주간,DF공장,사출공정,AI차종,4호기,제품-021,AN-작업자,679,700,460,1,36,기타,20,,,,
2020-01-02,주간,DF공장,사출공정,AI차종,4호기,제품-021,AN-작업자,,,,,,교육,40,,,,
2020-01-02,주간,DF공장,사출공정,AS차종,8호기,제품-010,AM-작업자,667,667,460,1,36,기타,20,,,,
2020-01-02,주간,DF공장,사출공정,AS차종,8호기,제품-010,AM-작업자,,,,,,교육,40,,,,
2020-01-02,야간,DF공장,사출공정,AO차종,2호기,제품-024,CA-작업자,601,601,580,1,37.1,,,,,,
2020-01-02,주간,DF공장,사출공정,AO차종,2호기,제품-024,DK-작업자,491,491,460,1,37.1,기타,10,,,,
2020-01-02,주간,DF공장,사출공정,AO차종,2호기,제품-024,DK-작업자,,,,,,설비이상,115,,,,
2020-01-02,주간,DF공장,사출공정,AO차종,2호기,제품-024,DK-작업자,,,,,,교육,40,,,,
2020-01-02,야간,DF공장,사출공정,AO차종,1호기,제품-024,BP-작업자,938,938,580,1,37.1,,,,,,
2020-01-02,주간,DF공장,사출공정,AO차종,1호기,제품-024,AY-작업자,680,680,460,1,37.1,기타,40,,,,
2020-01-03,주간,DF공장,조립공정,AT차종,조립1라인,제품-044,CG-작업자,1464,1300,630,1,27.7,교육,10,,,,
2020-01-03,주간,DF공장,조립공정,BA차종,조립2라인,제품-052,BU-작업자,288,288,170,1,27.7,,,,,,
2020-01-03,야간,DF공장,사출공정,AB차종,3호기,제품-029,CO-작업자,450,450,580,1,75,,,,,,
2020-01-03,주간,DF공장,사출공정,AB차종,3호기,제품-029,DK-작업자,605,605,630,1,75,,,,,,
2020-01-03,주간,DF공장,조립공정,AV차종,조립4라인,제품-046,AP-작업자,1400,1300,630,1,25.7,자주검사,30,,,,
2020-01-03,주간,DF공장,조립공정,AV차종,조립4라인,제품-046,AP-작업자,,,,,,3정5행,10,,,,
2020-01-03,주간,DF공장,조립공정,AX차종,조립5라인,제품-038,CV-작업자,348,348,210,1,25.7,자주검사,35,,,,
2020-01-03,주간,DF공장,사출공정,AD차종,6호기,제품-016,CZ-작업자,450,500,630,1,60,불량,30,,,,
2020-01-03,주간,DF공장,사출공정,AD차종,6호기,제품-016,CZ-작업자,,,,,,결품,170,,,,
2020-01-03,야간,DF공장,사출공정,AG차종,10호기,제품-014,AO-작업자,967,1000,580,1,37.1,,,,,,
2020-01-03,주간,DF공장,사출공정,AG차종,10호기,제품-014,AV-작업자,1030,1030,630,1,37.1,,,,,,
2020-01-03,주간,DF공장,조립공정,AM차종,조립3라인,제품-047,AU-작업자,258,300,190,1,26.7,3정5행,10,,,,
2020-01-03,주간,DF공장,조립공정,AM차종,조립3라인,제품-047,AU-작업자,670,700,440,1,26.7,작업변경,20,,,,
2020-01-03,야간,DF공장,사출공정,BD차종,13호기,제품-022,CU-작업자,670,670,580,1,48,,,,,,
2020-01-03,주간,DF공장,사출공정,BB차종,13호기,제품-027,BN-작업자,385,385,290,1,48,,,,,,
2020-01-03,주간,DF공장,사출공정,BD차종,13호기,제품-022,BN-작업자,199,240,340,1,48,작업변경,120,,,,
2020-01-03,야간,DF공장,사출공정,BE차종,12호기,제품-023,DD-작업자,936,936,580,1,37.1,,,,,,
2020-01-03,주간,DF공장,사출공정,BE차종,12호기,제품-023,AM-작업자,1019,1019,630,1,37.1,,,,,,
2020-01-03,야간,DF공장,사출공정,BB차종,11호기,제품-027,BH-작업자,500,500,580,1,55,,,,,,
2020-01-03,주간,DF공장,사출공정,BD차종,11호기,제품-022,BE-작업자,256,300,290,1,65.4,설비이상,30,,,,
2020-01-03,주간,DF공장,사출공정,BB차종,11호기,제품-027,BE-작업자,216,300,250,1,55,작업변경,80,,,,
2020-01-03,야간,DF공장,사출공정,AA차종,7호기,제품-026,CN-작업자,965,965,580,1,36,,,,,,
2020-01-03,주간,DF공장,사출공정,AA차종,7호기,제품-026,BR-작업자,553,600,400,1,36,작업변경,70,,,,
2020-01-03,야간,DF공장,사출공정,AA차종,7호기,제품-026,CK-작업자,975,975,580,1,36,,,,,,
2020-01-03,주간,DF공장,사출공정,AA차종,7호기,제품-026,AN-작업자,1053,1053,630,1,36,,,,,,
2020-01-03,야간,DF공장,사출공정,AI차종,4호기,제품-021,DI-작업자,515,515,340,1,36,,,,,,
2020-01-03,야간,DF공장,사출공정,AW차종,5호기,제품-020,DI-작업자,217,300,290,1,38.7,작업변경,70,,,,
2020-01-03,주간,DF공장,사출공정,AI차종,4호기,제품-021,BT-작업자,1048,1048,630,1,36,,,,,,
2020-01-03,야간,DF공장,사출공정,AO차종,2호기,제품-024,CA-작업자,936,936,580,1,37.1,,,,,,
2020-01-03,주간,DF공장,사출공정,AO차종,2호기,제품-024,AY-작업자,1017,1017,630,1,37.1,,,,,,
2020-01-03,야간,DF공장,사출공정,AO차종,1호기,제품-024,BP-작업자,938,938,580,1,37.1,,,,,,
2020-01-03,주간,DF공장,사출공정,AO차종,1호기,제품-024,BM-작업자,1016,1016,630,1,37.1,,,,,,
2020-01-03,야간,DF공장,사출공정,AR차종,5호기,제품-019,BB-작업자,970,970,580,1,36,,,,,,
2020-01-03,주간,DF공장,사출공정,AR차종,5호기,제품-019,DB-작업자,1039,1039,630,1,36,,,,,,
2020-01-03,주간,DF공장,사출공정,AS차종,9호기,제품-010,BR-작업자,392,392,230,1,36,,,,,,
2020-01-03,야간,DF공장,사출공정,AS차종,8호기,제품-010,AR-작업자,963,963,580,1,36,,,,,,
2020-01-03,주간,DF공장,사출공정,AS차종,8호기,제품-010,BV-작업자,996,996,630,1,36,,,,,,
2020-01-04,주간,DF공장,조립공정,AX차종,조립5라인,제품-041,CV-작업자,480,500,210,1,25.7,자주검사,15,,,,
2020-01-04,주간,DF공장,조립공정,AQ차종,조립6라인,제품-056,CV-작업자,592,600,250,1,25.7,3정5행,10,,,,
2020-01-04,주간,DF공장,조립공정,AQ차종,조립6라인,제품-056,CV-작업자,,,,,,작업변경,20,,,,
2020-01-04,주간,DF공장,조립공정,AU차종,조립6라인,제품-008,AU-작업자,560,616,230,1,32.7,3정5행,10,,,,
2020-01-04,주간,DF공장,조립공정,AV차종,조립4라인,제품-046,DA-작업자,1000,1100,460,1,25.7,자주검사,30,,,,
2020-01-04,주간,DF공장,조립공정,AV차종,조립4라인,제품-046,DA-작업자,,0,,,,3정5행,10,,,,
2020-01-04,주간,DF공장,조립공정,AT차종,조립1라인,제품-044,BK-작업자,265,300,100,1,27.7,작업변경,20,,,,
2020-01-04,주간,DF공장,조립공정,AK차종,조립1라인,제품-050,BK-작업자,685,750,360,1,25.7,3정5행,10,,,,
2020-01-04,주간,DF공장,사출공정,AB차종,3호기,제품-029,DK-작업자,323,350,460,1,75,,,,,,
2020-01-04,주간,DF공장,사출공정,AD차종,6호기,제품-016,CZ-작업자,480,528,460,1,60,,,,,,
2020-01-04,야간,DF공장,사출공정,AB차종,3호기,제품-029,CA-작업자,450,495,580,1,75,,,,,융착,1
2020-01-04,야간,DF공장,사출공정,AD차종,6호기,제품-016,CU-작업자,599,599,580,1,60,,,,,성형,2
2020-01-04,야간,DF공장,사출공정,AG차종,10호기,제품-014,AR-작업자,938,1032,580,1,37.1,불량,15,,,성형,2
2020-01-04,야간,DF공장,사출공정,AR차종,5호기,제품-019,DI-작업자,917,1008,580,1,36,기타,30,,,성형,2
2020-01-04,주간,DF공장,사출공정,AS차종,8호기,제품-010,BR-작업자,767,850,460,1,36,,,,,성형,2
2020-01-04,주간,DF공장,사출공정,AG차종,10호기,제품-014,AV-작업자,752,830,460,1,37.1,,,,,,
2020-01-04,주간,DF공장,조립공정,AM차종,조립3라인,제품-047,AU-작업자,720,792,460,1,26.7,결품,10,,,,
2020-01-04,주간,DF공장,조립공정,AM차종,조립3라인,제품-047,AU-작업자,,,,,,기타,10,,,,
2020-01-04,주간,DF공장,조립공정,AM차종,조립3라인,제품-047,AU-작업자,,,,,,3정5행,10,,,,
2020-01-04,야간,DF공장,사출공정,BD차종,13호기,제품-022,CP-작업자,677,740,580,1,48,,,,,,
2020-01-04,주간,DF공장,사출공정,BD차종,13호기,제품-022,BN-작업자,570,627,460,1,48,,,,,,
2020-01-04,야간,DF공장,사출공정,BE차종,12호기,제품-023,BP-작업자,938,1031.8,580,1,37.1,,,,,,
2020-01-04,주간,DF공장,사출공정,BE차종,12호기,제품-023,AM-작업자,744,818.4,460,1,37.1,,,,,,
2020-01-04,야간,DF공장,사출공정,BB차종,11호기,제품-027,CN-작업자,400,440,460,1,55,기타,120,,,,
2020-01-04,주간,DF공장,사출공정,BB차종,11호기,제품-027,BE-작업자,380,418,460,1,55,설비이상,10,,,,
2020-01-04,야간,DF공장,사출공정,AA차종,7호기,제품-026,CK-작업자,967,1063.7,580,1,36,,,,,,
2020-01-04,주간,DF공장,사출공정,AA차종,7호기,제품-026,BT-작업자,765,841.5,460,1,36,,,,,,
2020-01-04,야간,DF공장,사출공정,AA차종,7호기,제품-026,BB-작업자,970,1067,580,1,36,,,,,,
2020-01-04,주간,DF공장,사출공정,AA차종,7호기,제품-026,AN-작업자,768,844.8,460,1,36,,,,,,
2020-01-04,야간,DF공장,사출공정,AW차종,4호기,제품-020,CO-작업자,620,682,580,1,38.7,설비이상,40,,,,
2020-01-04,주간,DF공장,사출공정,AW차종,4호기,제품-020,BV-작업자,500,550,460,1,38.7,설비이상,40,,,,
2020-01-04,야간,DF공장,사출공정,AO차종,2호기,제품-024,BH-작업자,936,1029.6,580,1,37.1,,,,,,
2020-01-04,주간,DF공장,사출공정,AO차종,2호기,제품-024,BB-작업자,743,817.3,460,1,37.1,,,,,,
2020-01-04,야간,DF공장,사출공정,AO차종,1호기,제품-024,AO-작업자,939,1032.9,580,1,37.1,,,,,,
2020-01-04,주간,DF공장,사출공정,AO차종,1호기,제품-024,BM-작업자,742,816.2,460,1,37.1,,,,,,
2020-01-04,주간,DF공장,사출공정,AR차종,5호기,제품-019,DB-작업자,712,783.2,460,1,36,,,,,,
2020-01-05,야간,DF공장,사출공정,AB차종,3호기,제품-029,CA-작업자,450,495,580,1,75,,,,,,
2020-01-05,주간,DF공장,조립공정,AT차종,조립1라인,제품-044,DE-작업자,288,316.8,250,1,27.7,3정5행,70,,,,
2020-01-05,주간,DF공장,조립공정,AT차종,조립1라인,제품-044,DE-작업자,,0,,,,기타,20,,,,
2020-01-05,주간,DF공장,조립공정,BA차종,조립2라인,제품-052,BU-작업자,288,316.8,170,1,27.7,,,,,,
2020-01-05,주간,DF공장,사출공정,AB차종,3호기,제품-029,AN-작업자,453,498.3,630,1,75,,,,,,
2020-01-05,주간,DF공장,조립공정,AV차종,조립4라인,제품-046,DA-작업자,1520,1672,630,1,25.7,자주검사,30,,,,
2020-01-05,주간,DF공장,조립공정,AV차종,조립4라인,제품-046,DA-작업자,,0,,,,3정5행,10,,,,
2020-01-05,주간,DF공장,조립공정,AQ차종,조립6라인,제품-056,DE-작업자,368,404.8,140,1,25.7,자주검사,15,,,,
2020-01-05,주간,DF공장,조립공정,AQ차종,조립6라인,제품-056,DE-작업자,,0,,,,작업변경,30,,,,
2020-01-05,주간,DF공장,조립공정,AK차종,조립1라인,제품-050,CG-작업자,750,825,380,1,25.7,,,,,융착,3
2020-01-05,주간,DF공장,조립공정,AM차종,조립3라인,제품-047,CE-작업자,150,165,120,1,26.7,기타,20,,,융착,3
2020-01-05,주간,DF공장,사출공정,AD차종,6호기,제품-016,BN-작업자,360,396,350,1,60,설비이상,30,,,,
2020-01-05,주간,DF공장,사출공정,AD차종,6호기,제품-016,BN-작업자,,0,,1,60,,,,,,
2020-01-05,야간,DF공장,사출공정,AG차종,10호기,제품-014,AR-작업자,945,1039.5,580,1,37.1,,,,,,
2020-01-05,주간,DF공장,사출공정,AG차종,10호기,제품-014,BV-작업자,1020,1122,540,1,37.1,불량,90,,,,
2020-01-05,주간,DF공장,조립공정,AM차종,조립3라인,제품-047,CE-작업자,900,990,510,1,26.7,3정5행,30,,,,
2020-01-05,주간,DF공장,조립공정,AM차종,조립3라인,제품-047,CE-작업자,,0,,,,작업변경,15,,,,
2020-01-05,주간,DF공장,조립공정,AM차종,조립3라인,제품-047,CE-작업자,,0,,,,3정5행,10,,,,
2020-01-05,야간,DF공장,사출공정,BD차종,13호기,제품-022,CP-작업자,677,744.7,580,1,48,,,,,,
2020-01-05,주간,DF공장,사출공정,BD차종,13호기,제품-022,AM-작업자,736,809.6,630,1,48,,,,,,
2020-01-05,야간,DF공장,사출공정,BE차종,12호기,제품-023,BP-작업자,938,1031.8,580,1,37.1,,,,,,
2020-01-05,주간,DF공장,사출공정,BE차종,12호기,제품-023,BM-작업자,1015,1116.5,630,1,37.1,,,,,,
2020-01-05,야간,DF공장,사출공정,BC차종,11호기,제품-028,BH-작업자,446,490.6,510,1,65.4,작업변경,70,,,,
2020-01-05,주간,DF공장,사출공정,BB차종,11호기,제품-027,CZ-작업자,40,44,50,1,55,,,,,,
2020-01-05,주간,DF공장,사출공정,BC차종,11호기,제품-028,CZ-작업자,443,487.3,510,1,65.4,작업변경,70,,,,
2020-01-05,야간,DF공장,사출공정,AA차종,7호기,제품-026,CK-작업자,967,1063.7,580,1,36,,,,,,
2020-01-05,야간,DF공장,사출공정,AA차종,7호기,제품-026,BB-작업자,970,1067,580,1,36,,,,,,
2020-01-05,주간,DF공장,사출공정,AA차종,7호기,제품-026,BR-작업자,920,1012,630,1,36,교육,80,,,,
2020-01-05,야간,DF공장,사출공정,AJ차종,6호기,제품-036,CU-작업자,965,1061.5,580,1,36,,,,,,
2020-01-05,야간,DF공장,사출공정,AI차종,4호기,제품-021,CO-작업자,915,1006.5,580,1,36,작업변경,30,,,,
2020-01-05,주간,DF공장,사출공정,AW차종,4호기,제품-020,DK-작업자,660,726,630,1,38.7,작업변경,40,,,,
2020-01-05,야간,DF공장,사출공정,AR차종,5호기,제품-019,DI-작업자,967,1063.7,580,1,36,,,,,,
2020-01-05,주간,DF공장,사출공정,AR차종,5호기,제품-019,DB-작업자,877,964.7,540,1,36,설비이상,70,,,,
2020-01-05,주간,DF공장,사출공정,AO차종,2호기,제품-024,AV-작업자,1020,1122,630,1,37.1,,,,,,
2020-01-05,야간,DF공장,사출공정,AO차종,2호기,제품-024,AO-작업자,,0,580,1,37.1,결품,580,,,,
2020-01-05,야간,DF공장,사출공정,AO차종,1호기,제품-024,AO-작업자,938,1031.8,580,1,37.1,,,,,,
2020-01-05,주간,DF공장,사출공정,AO차종,1호기,제품-024,BE-작업자,1012,1113.2,630,1,37.1,,,,,,
2020-01-06,주간,DF공장,조립공정,AV차종,조립4라인,제품-046,DA-작업자,1500,1650,630,1,25.7,자주검사,30,,,,
2020-01-06,주간,DF공장,조립공정,AV차종,조립4라인,제품-046,DA-작업자,,0,,,,3정5행,10,,,,
2020-01-06,주간,DF공장,조립공정,AX차종,조립5라인,제품-040,CV-작업자,120,132,70,1,25.7,자주검사,15,,,,
2020-01-06,주간,DF공장,조립공정,AX차종,조립5라인,제품-041,CV-작업자,360,396,390,1,25.7,작업변경,10,,,,
2020-01-06,주간,DF공장,조립공정,AX차종,조립5라인,제품-040,CV-작업자,,0,,,,3정5행,10,,,,
2020-01-06,주간,DF공장,조립공정,AU차종,조립6라인,제품-059,AU-작업자,430,473,280,1,32.7,3정5행,10,,,,
2020-01-06,주간,DF공장,조립공정,AM차종,조립3라인,제품-047,AU-작업자,100,110,60,1,26.7,,,,,,
2020-01-06,주간,DF공장,조립공정,AM차종,조립3라인,제품-047,AU-작업자,768,844.8,400,1,26.7,작업변경,10,,,,
2020-01-06,주간,DF공장,조립공정,AT차종,조립1라인,제품-044,CG-작업자,1368,1504.8,630,1,27.7,자주검사,25,,,,
2020-01-06,주간,DF공장,조립공정,AT차종,조립1라인,제품-044,CG-작업자,,0,,,,3정5행,10,,,,
2020-01-06,야간,DF공장,사출공정,BD차종,13호기,제품-022,CU-작업자,677,744.7,580,1,48,,,,,,
2020-01-06,주간,DF공장,사출공정,BD차종,13호기,제품-022,AM-작업자,700,770,630,1,48,불량,30,,,,
2020-01-06,야간,DF공장,사출공정,BE차종,12호기,제품-023,BH-작업자,936,1029.6,580,1,37.1,,,,,,
2020-01-06,주간,DF공장,사출공정,BE차종,12호기,제품-023,BM-작업자,1016,1117.6,630,1,37.1,,,,,,
2020-01-06,야간,DF공장,사출공정,BB차종,11호기,제품-027,DI-작업자,150,165,180,1,55,,,,,,
2020-01-06,주간,DF공장,사출공정,BB차종,11호기,제품-027,CZ-작업자,402,442.2,460,1,55,,,,,,
2020-01-06,야간,DF공장,사출공정,AG차종,10호기,제품-014,AR-작업자,969,1065.9,580,1,37.1,,,,,,
2020-01-06,주간,DF공장,사출공정,AG차종,10호기,제품-014,BV-작업자,1001,1101.1,600,1,37.1,설비이상,30,,,,
2020-01-06,야간,DF공장,사출공정,AA차종,7호기,제품-026,CK-작업자,967,1063.7,580,1,36,,,,,,
2020-01-06,주간,DF공장,사출공정,AA차종,7호기,제품-026,AN-작업자,1046,1150.6,630,1,36,,,,,,
2020-01-06,야간,DF공장,사출공정,AF차종,8호기,제품-033,DI-작업자,309,339.9,280,1,45,작업변경,140,,,,
2020-01-06,주간,DF공장,사출공정,AS차종,8호기,제품-010,BT-작업자,382,420.2,230,1,36,기타,400,,,,
2020-01-06,야간,DF공장,사출공정,AA차종,7호기,제품-026,BB-작업자,970,1067,580,1,36,,,,,,
2020-01-06,주간,DF공장,사출공정,AA차종,7호기,제품-026,BR-작업자,757,832.7,460,1,36,,,,,,
2020-01-06,야간,DF공장,사출공정,AD차종,6호기,제품-016,CP-작업자,609,669.9,580,1,60,,,,,,
2020-01-06,주간,DF공장,사출공정,AJ차종,6호기,제품-036,BN-작업자,670,737,445,1,36,설비이상,20,,,,
2020-01-06,주간,DF공장,사출공정,AD차종,6호기,제품-016,BN-작업자,80,88,185,1,60,작업변경,100,,,,
2020-01-06,야간,DF공장,사출공정,AR차종,5호기,제품-019,CO-작업자,967,1063.7,580,1,36,,,,,,
2020-01-06,주간,DF공장,사출공정,AR차종,5호기,제품-019,DB-작업자,1010,1111,630,1,36,,,,,,
2020-01-06,야간,DF공장,사출공정,AI차종,4호기,제품-021,CA-작업자,965,1061.5,580,1,36,,,,,,
2020-01-06,주간,DF공장,사출공정,AI차종,4호기,제품-021,DK-작업자,1037,1140.7,630,1,36,,,,,,
2020-01-06,야간,DF공장,사출공정,AL차종,3호기,제품-012,CN-작업자,305,335.5,290,1,38.7,설비이상,40,,,,
2020-01-06,야간,DF공장,사출공정,AL차종,3호기,제품-012,CN-작업자,,0,,,,작업변경,70,,,,
2020-01-06,야간,DF공장,사출공정,AB차종,3호기,제품-029,CN-작업자,215,236.5,290,1,75,기타,10,,,,
2020-01-06,주간,DF공장,사출공정,AB차종,3호기,제품-029,AY-작업자,192,211.2,250,1,75,,,,,,
2020-01-06,주간,DF공장,사출공정,AL차종,3호기,제품-012,AY-작업자,430,473,380,1,38.7,작업변경,70,,,,
2020-01-06,주간,DF공장,사출공정,AL차종,3호기,제품-012,AY-작업자,,0,,,,설비이상,40,,,,
2020-01-06,야간,DF공장,사출공정,AO차종,2호기,제품-024,AO-작업자,938,1031.8,580,1,37.1,,,,,,
2020-01-06,주간,DF공장,사출공정,AO차종,2호기,제품-024,BE-작업자,20,22,460,1,37.1,결품,440,,,,
2020-01-06,야간,DF공장,사출공정,AO차종,1호기,제품-024,AV-작업자,934,1027.4,580,1,37.1,,,,,,
2020-01-06,주간,DF공장,사출공정,AO차종,1호기,제품-024,BE-작업자,740,814,460,1,37.1,,,,,,
2020-01-07,주간,DF공장,조립공정,AM차종,조립3라인,제품-047,AU-작업자,156,171.6,90,1,26.7,작업변경,30,,,,
2020-01-07,주간,DF공장,조립공정,AM차종,조립3라인,제품-047,AU-작업자,,0,,,,3정5행,10,,,,
2020-01-07,주간,DF공장,조립공정,AM차종,조립3라인,제품-047,AU-작업자,,0,,,,3정5행,70,,,,
2020-01-07,주간,DF공장,조립공정,AV차종,조립4라인,제품-046,DA-작업자,1100,1210,460,1,25.7,자주검사,30,,,,
2020-01-07,주간,DF공장,조립공정,AV차종,조립4라인,제품-046,DA-작업자,,0,,,,3정5행,10,,,,
2020-01-07,주간,DF공장,조립공정,AT차종,조립1라인,제품-044,CG-작업자,1008,1108.8,460,1,27.7,3정5행,10,,,융착,3
2020-01-07,주간,DF공장,조립공정,AM차종,조립3라인,제품-047,AU-작업자,570,627,370,1,26.7,,,,,융착,5
2020-01-07,야간,DF공장,사출공정,BD차종,13호기,제품-022,CU-작업자,678,745.8,580,1,48,,,,,,
2020-01-07,주간,DF공장,사출공정,BD차종,13호기,제품-022,AM-작업자,537,590.7,460,1,48,,,,,,
2020-01-07,야간,DF공장,사출공정,BE차종,12호기,제품-023,DF-작업자,938,1031.8,580,1,37.1,,,,,,
2020-01-07,주간,DF공장,사출공정,BE차종,12호기,제품-023,CZ-작업자,744,818.4,460,1,37.1,,,,,,
2020-01-07,야간,DF공장,사출공정,AG차종,10호기,제품-014,AS-작업자,968,1064.8,580,1,37.1,,,,,,
2020-01-07,야간,DF공장,사출공정,AA차종,7호기,제품-026,DI-작업자,967,1063.7,580,1,36,,,,,,
2020-01-07,주간,DF공장,사출공정,AA차종,7호기,제품-026,AN-작업자,767,843.7,460,1,36,,,,,,
2020-01-07,야간,DF공장,사출공정,AD차종,6호기,제품-016,BB-작업자,611,672.1,580,1,60,,,,,,
2020-01-07,야간,DF공장,사출공정,AR차종,5호기,제품-019,CO-작업자,967,1063.7,580,1,36,,,,,,
2020-01-07,주간,DF공장,사출공정,AR차종,5호기,제품-019,BD-작업자,769,845.9,460,1,36,,,,,,
2020-01-07,야간,DF공장,사출공정,AI차종,4호기,제품-021,CA-작업자,967,1063.7,580,1,36,,,,,,
2020-01-07,주간,DF공장,사출공정,AI차종,4호기,제품-021,DK-작업자,769,845.9,460,1,36,,,,,,
2020-01-07,야간,DF공장,사출공정,AB차종,3호기,제품-029,AO-작업자,402,442.2,580,1,75,,,,,,
2020-01-07,주간,DF공장,사출공정,AB차종,3호기,제품-029,CV-작업자,350,385,460,1,75,,,,,,
2020-01-09,주간,DF공장,조립공정,AT차종,조립1라인,제품-044,CG-작업자,1536,1689.6,630,1,27.7,3정5행,10,,,,
2020-01-09,주간,DF공장,조립공정,BA차종,조립2라인,제품-052,BU-작업자,288,316.8,170,1,27.7,,,,,,
2020-01-09,주간,DF공장,조립공정,AV차종,조립4라인,제품-046,AP-작업자,1100,1210,460,1,25.7,3정5행,20,,,,
